,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f22,f23,f24,f25,f26,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,label
10,0.11481,0.27334,0.21309,2.1774,3406.9,0.0,0.14198,2.6584,2.8938,0.7266600000000001,0.18825,0.78455,0.10408,0.14198,331.26,1.1019,3.6584,0.14198,0.049065,4.4545,0.16887,0.039674,0.28379,0.6181300000000001,1.0024,0.35167,2.5862112417116063,0.069605,0.051526,24.457,15.119000000000002,10.01,0.19293,2.8938,3.9023,0.8185899999999999,0.06667000000000001,0.43539,0.027773000000000003,0.058355999999999984,39.765,35.311,3.2509,1.9823,4.7112,0.0096707,0.0033419000000000005,1.4416,0.18098,0.066143,1.1992,1.3509,82.1856,0.06667000000000001,0.158,0.96151,0.12650999999999998,81.94,10.337,22.827,15.99,4.7758,0
11,0.0407,0.48258,-0.19774,0.55061,-155.12,0.0,0.0407,1.0722,1.2086,0.51742,0.11765,0.092495,0.12439,0.0407,1171.6,0.31153000000000003,2.0722,0.0407,0.033674,34.849000000000004,0.0,0.033674,0.07634099999999999,0.16462000000000002,0.31153000000000003,-0.26097,3.1671112417116065,0.37412,0.075559,181.66,2.0092,1.832,0.0035961,1.2086,0.25617,0.51742,0.0029753,0.11585,0.14672000000000002,0.0,57.773,22.924,0.3527,0.28836,47.64100000000001,-0.10964000000000003,-0.090713,0.50205,0.44002,0.49771,0.68286,0.68286,-290.568,0.26852,0.07866000000000001,0.8115899999999999,0.0,10.474,15.922,132.88,2.7468,1.5951,0
12,0.10458,0.81291,-0.019166,0.97393,-44.655,-0.15061,0.11067,0.22184,1.0742,0.18034,0.11067,0.15055,0.058033,0.11067,2026.3,0.18012999999999998,1.2301,0.11067,0.043861,36.743,0.16697,0.041447000000000005,-0.14408,0.18034,0.17264000000000002,-0.067468,3.9652112417116063,0.31687,0.043861,114.23,3.1954,0.2054,0.16697,2.5559,5.9358,0.25816,0.066173,0.036899,0.13183,0.066173,99.638,62.895,0.41172,0.62838,39.471,0.13121,0.052001,0.88069,0.7350899999999999,0.31295,0.63483,0.90877,-176.88959999999997,0.069101,0.57992,0.9309,0.43152,9.9337,5.8034,106.33,3.4326,8.8824,0
13,0.44923,0.42875,0.46588,2.0866,172.0,0.0,0.44923,1.3323,1.0564,0.57125,0.44935,1.0478,0.42849,0.44923,345.74,1.0557,2.3323,0.44923,0.42527,85.54700000000003,0.436,0.42527,2.0013,0.44923,1.0557,4.4214,3.8670112417116056,0.028114,0.42538,255.62,1.4469999999999998,1.4469999999999998,0.44413,1.0564,10.002,0.57125,0.42043,0.93395,0.032525,0.41274,170.76,85.212,0.42043,1.5091,145.66,0.43259,0.40952,2.0866,0.42875,0.69107,5.4214,5.4214,3430.08,0.42043,0.78641,0.58744,0.0,4.2667,4.2834,148.15,2.4638,10.025,0
14,0.01878,0.7145100000000001,-0.096184,0.8358399999999999,-75.858,0.026938,0.019186,0.39955,1.0183,0.28549,0.019186,0.032746,0.050324,0.019186,3053.9,0.11952,1.3996,0.019186,0.011306,19.582,0.043638,0.011067,0.039354,0.28549,0.11895,-0.1885,4.158111241711606,0.50868,0.011306,128.33,2.8442,0.061073,0.043638,1.7132,3.1006,0.41408,0.025715,0.0021837,0.21385,0.025715,105.06,85.48100000000002,0.20628,0.6804600000000001,19.94,-0.022574,-0.013303,0.68542,0.58592,0.35159,0.5594899999999999,0.8115,-1384.368,0.017965000000000002,0.06578400000000001,0.98203,0.45042,18.64,4.2699,126.03,2.8962,3.3257,0
16,0.02574,0.52098,0.15595,1.5547,-49.458,0.32641,0.027872000000000004,0.91945,1.0023,0.47902,0.066483,0.099131,0.10218,0.027872000000000004,1856.7,0.19658,1.9195,0.027872000000000004,0.027808,36.088,0.056343,0.025681,0.16697,0.44225,0.19249,0.27706,4.266311241711606,0.51977,0.027808,128.7,2.8563,1.5415,0.20492,1.0023,1.4095,0.71883,0.20445,0.5553899999999999,0.13268,0.056212,102.31,66.225,0.25974,1.2022,45.039,-0.0182,-0.018158,0.8390299999999999,0.28117,0.3501,0.85101,1.2771,0.373128,0.20445,0.053736,0.82047,0.50064,10.114,5.5115,102.39,3.5649,1.7807,0
17,-0.17851,0.24796,0.4533100000000001,6.1395,41.102,0.0,-0.17851,3.0328,0.9564,0.7520399999999999,0.047066,-2.0239,-0.14518,-0.17851,-651.82,-0.55997,4.0328,-0.17851,-0.18665,132.19,0.040943,-0.18665,-0.013925,0.63136,-0.55997,0.98871,3.6669112417116057,0.23657,-0.18665,35.277,10.347,3.6804,0.043807,0.9564,1.2218,0.91175,0.045804,0.32844,0.10255,0.042809,195.61,63.414,-0.51536,2.2123,138.54,0.0012842,0.0013427,2.1838,0.088202,0.09665,1.6403,1.9886,2105.328,0.045804,-0.23737,1.1842,0.21238,2.7611,5.7558,33.661,10.843,2.086,0
18,0.023569,0.78435,0.045172,1.0577,-33.635,0.019116,0.030288,0.26579,1.0133,0.20848000000000005,0.030288,0.038705,0.021025,0.030288,5120.0,0.071289,1.2749,0.030288,0.011389,39.412,0.038881,0.008862299999999998,0.026136000000000003,0.20848000000000005,0.062722,0.26218,4.317111241711606,0.29195,0.011389,108.83,3.3538,0.04957,0.038881,2.7694,297.71,0.21029,0.01462,0.011173,0.39975,0.01462,112.4,72.988,0.082075,0.69076,39.938,0.013253,0.0049834,1.0553,0.78254,0.29817,1.21,1.2206,937.44,0.013159,0.11305,0.98684,0.008709200000000002,9.2611,5.0008,107.4,3.3985,15.436,0
19,-0.15872,0.56265,-0.18183,0.67083,-62.419,-0.24248000000000006,-0.15872,0.77732,2.1195,0.43735,-0.1538,-0.28733000000000003,-0.068126,-0.15872,-1422.2,-0.25664000000000003,1.7773,-0.15872,-0.074884,36.048,-0.16276,-0.074884,-0.30239,-0.37221,-0.25664000000000003,-0.28888,2.8286112417116063,0.22343,-0.074863,88.56299999999997,4.1214,4.0463,-0.15708,2.1195,0.74283,0.43735,-0.074111,0.16321,-0.12635,-0.076792,48.288,12.24,-0.7582300000000001,0.29188000000000003,33.561,-0.17709,-0.08355,0.65861,0.5524,0.24264,0.6948300000000001,0.6948300000000001,-122.5536,-0.074111,-0.36291,1.074,0.0,10.125,29.82,95.127,3.837,3.3673,0
20,0.017582,0.6108399999999999,-0.093777,0.82794,-66.555,0.07640599999999999,0.032995,0.56811,1.0182,0.34702,0.032995,0.060538,0.050181,0.032995,2974.2,0.12272,1.6371,0.032995,0.022087,33.421,0.038084,0.01177,0.11286,0.34702,0.097491,-0.17089,3.8132112417116057,0.37947,0.022087,135.59,2.692,0.062348,0.038084,1.5635,4.7785,0.41283,0.025494,0.1411,0.25086,0.025494,91.466,58.045,0.12854000000000002,0.57698,34.028,-0.0038845,-0.0026003,0.73874,0.54503,0.37147,0.63239,0.75232,-609.9119999999999,0.017835,0.050665,0.98216,0.18964,10.921,6.2882,133.17,2.7409,2.7223,0
21,-0.038549,0.95239,-0.024486,0.97415,-50.927,-0.11051,-0.038549,0.034028,1.0179,0.032408,-0.038549,-0.040699,-0.0060091,-0.038549,-37035.0,-0.0098555,1.05,-0.038549,-0.024679,38.07,0.014526,-0.024679,-0.11051,0.032408,-0.0098555,-0.31674,3.4729112417116057,0.4310100000000001,-0.024679,225.3,1.6201,0.015252000000000003,0.014526,1.567,145.64,0.037625,0.0092993,0.32168,0.7167,0.0092993,144.41,106.34,-0.23661,0.80214,38.753,-0.014637,-0.0093707,0.96881,0.94718,0.61726,0.41921,0.48669,-72.75840000000002,0.017618,-1.1895,0.98238,0.16097999999999998,9.5875,3.4324,221.33,1.6491,20.205,0
22,0.085758,0.24849,0.23385,1.9411,-12.271,0.22544,0.085758,2.4448,1.0334,0.60751,0.085758,0.34512,0.066385,0.085758,658.44,0.5543399999999999,4.0243,0.085758,0.041329000000000005,43.152,0.094507,0.041329000000000005,0.22544,0.60751,0.5543399999999999,0.45173,3.5311112417116064,0.11635,0.041329000000000005,45.169,8.0808,0.38033,0.094507,2.1078,2.3549,0.60751,0.045545,0.2506,0.055766,0.045545,73.891,30.739,0.34958,0.95383,44.592,0.042516000000000005,0.02049,1.9411,0.24849,0.12375,1.1736,1.1736,794.328,0.03229,0.14115999999999998,0.96771,0.0,8.4585,11.874,43.71,8.3505,4.0084,0
23,0.13221,0.24973,0.29201,2.185,27.434,0.31452,0.16433,3.0044,1.1134,0.75027,0.16433,0.66689,0.14675,0.16433,410.48,0.8892,4.0044,0.16433,0.1086,45.087,0.16041,0.087377,0.3906,0.75027,0.76061,0.63262,4.186811241711607,0.15339,0.1086,66.18,5.5152,0.64235,0.16041,1.5255,105.95,0.75359,0.10601,0.095602,0.037637,0.10601,124.19,79.108,0.70736,1.4265,50.2,0.10268,0.06786,2.156,0.24641,0.18132,1.6254,1.6326,4490.16,0.10186,0.17622000000000002,0.8981399999999999,0.0044217,8.0955,4.614,59.43899999999999,6.1407,3.2781,0
24,0.035186,0.34692,0.36743,2.0591,38.015,0.036347,0.035933,1.6136,1.0009,0.55978,0.035933,0.10358,0.035082,0.035933,1387.0,0.26316,2.8825,0.035933,0.013808,11.508,0.025569,0.013521,0.047491000000000005,0.55978,0.261,1.2862,4.0105112417116064,-0.0089756,0.013808,48.703,7.4945,0.07370299999999999,0.025569,2.6475,1.3108,0.55978,0.0098254,1.1154,0.14093,0.0098254,45.92100000000001,34.413000000000004,0.42886,1.8226,11.518,-0.029792000000000006,-0.011448,2.0591,0.34692,0.13343,1.9596,1.9596,3764.4,0.00089892,0.06285700000000001,0.9991,0.0,31.717,10.607,48.659,7.5012,9.1098,0
25,0.024186000000000003,0.53546,0.074811,1.1527,-106.81,0.062066,0.024186000000000003,0.80982,1.0634,0.43362,0.024186000000000003,0.049372000000000006,0.15921,0.024186000000000003,1594.7,0.22888000000000006,1.8676,0.024186000000000003,0.031419,105.7,0.047665,0.031419,0.062066,0.43362,0.22888000000000006,0.17185,3.8071112417116058,0.69071,0.031419,247.0,1.4778,0.089017,0.047665,0.78908,7.4969,0.47921,0.06192,0.08422,0.12055,0.06192,248.19,142.49,0.1085,0.69768,112.39,-0.050703,-0.065867,1.0546,0.48987,0.6767,0.99611,1.1008,479.80800000000005,0.059592999999999986,0.055776,0.94041,0.10513,3.4533,2.5616,232.28,1.5714,1.7683,0
26,0.10431,0.514,0.37385,1.8211,41.18899999999999,0.16934000000000002,0.13080999999999998,0.8661399999999999,1.0667,0.4452,0.13080999999999998,0.2873,0.06285,0.13080999999999998,1191.9,0.30624,1.9455,0.13080999999999998,0.052229,9.779,0.14819000000000002,0.041649,0.21551,0.4452,0.25469,2.1882,4.874511241711606,0.043783,0.052229,70.777,5.157,0.28831,0.14819000000000002,2.5986,12.982,0.5039,0.05916900000000001,0.97849,0.096679,0.05916900000000001,55.911,46.132,1.5545,1.6737,10.431,0.12159,0.048548,1.6131,0.45529,0.19391,2.6057,2.9493,28003.2,0.06250399999999999,0.2343,0.9375,0.13185999999999998,37.325,7.912000000000001,66.35300000000001,5.5008,14.659,0
27,-0.10372,0.74616,-0.4598,0.3578,1178.2,0.0,-0.10372,0.34019,4.6331,0.25384,-0.095083,-0.14487,-0.0073869,-0.10372,-7957.7,-0.045867000000000005,1.3402,-0.10372,-0.022387,8.439,-0.10344,-0.022387,-0.050848,0.023018,-0.045867000000000005,-0.61817,2.654911241711606,0.13735999999999998,-0.022387,55.174,6.6154,6.3479,-0.10344,4.6331,4.9394,0.28402,-0.022326,0.15331,-0.7328100000000001,-0.022326,11.534,3.0952,-0.96829,0.20819,8.2547,-0.17294,-0.037327,0.34333,0.7159800000000001,0.15116,0.34126,0.38183,-207.7152,-0.022326,-0.40862,1.0242,0.11889,43.252,117.92,56.40600000000001,6.471,6.2288,0
29,0.22434,0.45809,0.41917,1.9562,17.125,0.49899,0.28269,0.8922200000000001,1.0858,0.40872,0.28269,0.64486,0.085896,0.28269,516.86,0.70619,2.1830000000000003,0.28269,0.075062,23.126,0.2997,0.059569,0.63764,0.40872,0.57881,2.9427,3.6925112417116055,0.12139,0.075062,46.132,7.9121,0.65423,0.2997,3.7838,31.402,0.42843,0.079576,0.042027,0.044231,0.079576,81.325,58.199,0.94016,1.4119,25.111,0.25889,0.068742,1.872,0.43838,0.12639,2.8693,3.0077,2065.1279999999997,0.07903500000000001,0.5489,0.92096,0.048224,15.783,6.2716,42.486,8.5911,26.439,0
31,0.005227000000000001,0.60945,0.020566,1.0494,-100.06,0.0,0.0062951,0.64083,1.0049,0.39055,0.024315,0.01511,0.011258,0.0062951,19662.0,0.018563,1.6408,0.0062951,0.0062644,105.03,0.023384,0.005201600000000001,0.041115,0.36978,0.016811000000000003,0.036548,3.3724112417116063,0.60541,0.02342,153.76,2.3749,1.6235,0.015834,1.0138,0.8732700000000001,0.56007,0.015757,0.014663,0.71525,0.023271,156.58,51.551,0.018077,0.7087,106.66,0.018366,0.018277,0.71734,0.41662,0.4210600000000001,0.69405,0.9953,48.48,0.015805,0.013384,0.97597,0.43405,3.4754,7.0803,151.33,2.412,1.7858,1
32,0.11481,0.35746,0.20806,2.1656,-24.863000000000003,0.0,0.14372,1.7975,1.2714,0.64254,0.22944,0.8051699999999999,0.14703,0.14372,697.94,0.5229699999999999,2.7975,0.14372,0.11304000000000003,80.71300000000002,0.16032000000000002,0.090299,0.3601,0.2972,0.44209,0.33916,2.8242112417116063,0.23386,0.12368,58.657,6.2227,3.1072,0.16071,1.2714,1.0359,0.74428,0.1264,0.34035,0.05854,0.1261,93.531,12.817,0.40835,0.59049,92.392,0.1171,0.092101,1.0814,0.17849,0.1607,1.0474,1.2133,138.8064,0.1264,0.17868,0.89374,0.15835,4.5222,28.477,51.242,7.122999999999998,2.0726,0
33,0.18742,0.061817,0.15425999999999998,4.087,93.334,0.0,0.18742,15.177,0.72959,0.93818,0.19033,3.7505,0.29825,0.18742,103.69,3.5201,16.177,0.18742,0.25688,11.11,0.19005,0.25688,0.22711,0.18742,3.5201,0.19385,3.3155112417116057,-0.015685,0.26087,33.806,10.797,8.7279,0.19005,0.72959,16.285999999999998,0.94936,0.26049,1.4661,0.0093561,0.26049,65.523,54.413,8.4394,3.6426,15.023,0.15987,0.21912,3.3038,0.049972,0.09262,1.179,1.193,318.98400000000004,0.26049,0.19977,0.74322,0.011914,32.854,6.7079,25.0,14.6,0.91684,0
34,0.1263,0.12575,0.33616,3.6732,44.78100000000001,0.35241,0.14711,6.8773,1.0848,0.86485,0.14711,1.1698,0.11327,0.14711,233.33,1.5643,7.952000000000001,0.14711,0.084708,28.889,0.14433,0.072727,0.44023,0.86485,1.3988,0.62474,3.4029112417116063,-0.06881,0.084708,28.672,12.73,1.1477,0.14433,1.7554,0.60738,0.86485,0.08311,1.9959,0.021318,0.08311,44.33,15.44,0.91886,2.5801,31.34,0.094726,0.054545,3.6732,0.12575,0.078554,1.6073,1.6073,849.9839999999998,0.07819,0.14604,0.92181,0.0,12.634,23.64,26.43,13.81,3.2275,0
35,0.08440299999999999,0.29932,0.60955,3.5774,26.333,0.0,0.099296,2.3409,1.6793,0.70068,0.10843,0.41986,0.073262,0.099296,888.02,0.41103,3.3409,0.099296,0.059129,104.59,0.10543,0.050261,0.17595999999999998,0.26334,0.36127,3.9594,3.1966112417116057,0.13443,0.06351,59.98,7.185,5.6769,0.24013,1.8076,5.9002,0.76252,0.14299,0.33563000000000004,0.07724600000000001,0.062783,166.64,62.049,0.1754,1.5427,103.36,0.081698,0.04865,2.8266,0.2365,0.13918,4.5513,4.953,958.68,0.14299,0.12046,0.94507,0.088253,3.4898,5.8824,51.403,7.1007,10.908,0
36,0.038275,0.8678899999999999,-0.036327,0.92792,-101.5,-0.033837,0.051198,0.15222,1.2016,0.13210999999999998,0.12266,0.10158,0.11924,0.051198,2210.9,0.16509,1.1522,0.051198,0.042608,73.118,0.098128,0.031854,0.084971,0.051238,0.1502,-0.068242,3.8651112417116056,0.72065,0.069562,164.01,2.2255,1.2924,0.079929,1.2016,0.80365,0.41452,0.06652000000000001,0.030174,0.15209,0.081665,137.44,64.32300000000001,0.15900999999999998,0.45032,78.329,0.006046800000000001,0.0050323,0.53886,0.5039899999999999,0.44933,0.24818,0.77869,-266.28,0.06652000000000001,0.28972,0.95895,2.1377,4.9919,5.6745,153.1,2.3841,2.2572,0
37,-0.24385,1.6117,-0.61169,0.62047,-78.612,-0.45175,-0.24385,-0.37953,4.2396,-0.61169,0.055539,-0.1513,-0.05743300000000001,-0.24385,-2416.0,-0.15108,0.62047,-0.24385,-0.057517999999999986,24.103,0.054925,-0.057517999999999986,-0.34582,-0.6956,-0.15108,0.46692,2.456411241711606,0.3507,-0.057517999999999986,142.38,2.5636,2.5636,0.10783,4.2396,1.1032,-0.61169,0.025434,0.083995,0.97171,0.012955,74.439,50.33600000000001,-0.8710100000000001,0.4467600000000001,24.732,0.054564,0.01287,0.62047,1.6117,0.39008,1.2103,1.3816,-174.9648,0.025434,0.39865,1.0575,0.0,15.143,7.2513,138.76,2.6305,4.0341,0
38,-0.21326,0.091238,0.22618,3.5482,18.627,0.0,-0.21326,9.9603,1.0223,0.90876,-0.2117,-2.4027,-0.10935,-0.21326,-297.88,-1.2253,10.96,-0.21326,-0.2086,55.724,-0.21194,-0.2086,-0.47893,0.43928,-1.2253,0.33016,3.4308112417116066,0.070734,-0.20783,25.746,14.177,13.792,-0.23603,1.0223,61.294,0.90876,-0.23087,0.3286,-0.02753,-0.20731,102.03,46.305,-1.3664,1.7898,45.272,-0.31341,-0.30656,3.4518,0.088761,0.070537,1.3265,1.3265,609.9119999999999,-0.23087,-0.23468000000000006,1.2027,0.0,6.5502,7.8825,31.69,11.518,1.4923,0
39,0.19466,0.24245,0.19361,1.9012,9.6376,0.51636,0.19466,2.7787,1.031,0.67369,0.19466,0.90609,0.041582,0.19466,323.92,1.1268,4.1246,0.19466,0.029627,0.8241200000000001,0.19276,0.029627,0.51636,0.67369,1.1268,0.32729,3.8015112417116055,0.0090937,0.029627,12.304,29.664,0.79506,0.19276,6.6005,14.251,0.70131,0.029339,0.8982700000000001,0.02938,0.029339,11.97,11.146,13.122,1.8322,0.84965,0.11422,0.017384,1.6846,0.21483,0.033711,1.1388,1.1855,1225.752,0.030042000000000006,0.28894000000000003,0.96996,0.040996,442.9,32.747,11.935,30.583,11.106,0
40,-0.026608,0.7141,-0.064807,0.90892,-140.42,0.039175,-0.026608,0.40037,1.6894,0.2859,-0.0034486,-0.037397,0.021279,-0.026608,7250.7,0.05034,1.4004,-0.026608,-0.01575,124.41,-0.013105,-0.01575,0.034435,0.012567,0.05034,-0.18343,2.8300112417116066,0.40393,-0.0073709,150.8,2.4205,2.4117,-0.032784,1.6894,1.2251,0.2859,-0.019406,0.054011,0.48135,-0.007757300000000002,131.42,7.0094,-0.046208,0.099609,122.04,-0.075661,-0.044786,0.90562,0.7115100000000001,0.41315,0.80923,0.80923,-43.81679999999999,-0.019406,-0.093068,1.0154,0.0,2.9338,52.073,153.72,2.3744,4.7818,0
41,0.015802,0.5516800000000001,-0.10052,0.81779,-101.18,0.015802,0.024527,0.61219,1.0904,0.33774,0.024527,0.044459,0.05026,0.024527,2454.0,0.14874,1.8126,0.024527,0.015022999999999996,64.484,0.06081900000000001,0.0096792,0.024527,0.33774,0.13292,-0.18315,3.7346112417116064,0.32944,0.015022999999999996,134.49,2.714,0.11024,0.06081900000000001,1.6408,709.87,0.33774,0.037253,0.053539,0.15325999999999998,0.037253,94.261,29.777,0.054787,0.29496999999999995,70.312,0.0032914000000000003,0.0020161,0.81779,0.5516800000000001,0.36845,0.61536,0.61536,-545.616,0.08289400000000001,0.046789,0.91711,0.0,5.6603,12.258,123.34,2.9594,2.9747,1
42,0.013347,0.7983399999999999,0.14634,1.5167,-26.417,0.013347,0.015432,0.25257,1.0125,0.20164,0.015432,0.054492,0.033343,0.015432,5946.6,0.06138,1.2526,0.015432,0.010501,61.51300000000001,0.024736,0.0090816,0.015432,0.20164,0.058768,0.25653000000000004,3.9413112417116056,0.53868,0.010501,71.21600000000002,5.1252,0.030984,0.024736,1.5014,0.35303,0.71677,0.016831,0.033078,0.4501600000000001,0.016831,104.35,42.84,0.053888,0.6421600000000001,62.284,-0.0088339,-0.0060109,0.53804,0.2832,0.19511,0.35346,1.2565,1278.48,0.012374,0.066192,0.98763,2.5548,5.9337,8.5201,70.335,5.1894,2.5762,1
